,Unnamed: 0.1,Unnamed: 0,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name,isMinority_2020,isMinority_2022,Type2020,Type2022,MSI Type2020,MSI Type2022,full_name,gender
178,15120,2744,State College,5213681.0,United States,US,grid.29857.31,Pennsylvania State University,"The Pennsylvania State University, Hershey, PA",Pennsylvania,US-PA,pub.1051686487,ur.0665500402.51,Christopher S.,Hollenbeak,Pennsylvania State University - Penn State Abington,Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Christopher S. Hollenbeak,male
179,15324,2948,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0711017302.84,Michael,Schivo,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Michael Schivo,male
180,15325,2949,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0667760512.27,Chinh,Phan,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Chinh Phan,male
181,15326,2950,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0715767407.45,Samuel,Louie,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Samuel Louie,male
182,15327,2951,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0672445336.54,Richart W.,Harper,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Richart W. Harper,male
183,15591,3215,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","University of Medicine and Dentistry of New Jersey, Newark, New Jersey",New Jersey,US-NJ,pub.1022171879,ur.01235401340.33,Laura,Byham‐Gray,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Laura Byham‐Gray,female
184,15592,3216,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","University of Medicine and Dentistry of New Jersey, Newark, New Jersey",New Jersey,US-NJ,pub.1022171879,ur.01145703252.06,Robert,Denmark,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Robert Denmark,male
185,15594,3218,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","University of Medicine and Dentistry of New Jersey, Newark, New Jersey",New Jersey,US-NJ,pub.1022171879,ur.01273124763.79,Rebecca A.,Brody,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Rebecca A. Brody,female
186,15631,3255,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.0744237267.25,Mayumi,Horibe,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mayumi Horibe,female
187,15634,3258,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.01243073055.38,Gary,Yurina,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Gary Yurina,male
188,15637,3261,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.01236221173.83,Moni B.,Neradilek,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Moni B. Neradilek,female
189,15640,3264,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.0771672433.33,Irene,Rozet,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Irene Rozet,female
190,15952,3576,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Pediatrics, University of Washington School of Medicine, Seattle, WA",Washington,US-WA,pub.1033318296,ur.015751575713.80,Suzan,Walker,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Suzan Walker,female
191,15953,3577,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Pediatrics, University of Washington School of Medicine, Seattle, WA",Washington,US-WA,pub.1033318296,ur.01176272666.07,Thomas P.,Strandjord,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Thomas P. Strandjord,male
192,15954,3578,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Obstetrics and Gynecology, University of Washington School of Medicine, Seattle, WA",Washington,US-WA,pub.1033318296,ur.0716461326.55,Thomas J.,Benedetti,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Thomas J. Benedetti,male
193,16144,21,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Center for Human Neuroscience, Department of Psychology, University of Washington, Seattle, United States",Washington,US-WA,pub.1153197535,ur.0701314150.35,John A,Pyles,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,John A Pyles,male
194,16146,23,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Center for Magnetic Resonance Research (CMRR), Department of Radiology, University of Minnesota, Minneapolis, United States",Minnesota,US-MN,pub.1153197535,ur.01364310034.01,Kendrick N,Kay,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Kendrick N Kay,male
195,16354,231,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Pediatrics, Seattle Children’s Research Institute, University of Washington School of Medicine, Seattle, WA 98101, USA;, hans.ochs@seattlechildrens.org",Washington,US-WA,pub.1145962688,ur.01351055147.31,Hans D.,Ochs,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Hans D. Ochs,male
196,16629,506,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care & Sleep Medicine, Department of Medicine, University of California at Davis, Davis, USA",California,US-CA,pub.1139353622,ur.0775175243.64,Justin M,Oldham,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Justin M Oldham,male
197,17257,1134,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Medicine, University of Washington School of Medicine, Seattle, Washington, USA",Washington,US-WA,pub.1133368020,ur.015371473777.24,Lauren R,Pollack,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Lauren R Pollack,female
198,17613,1490,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Oral Health Sciences, University of Washington, Seattle, Washington.",Washington,US-WA,pub.1106913445,ur.0577423633.77,Charles F,Spiekerman,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Charles F Spiekerman,male
199,17815,1692,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"School of Medicine, University of Arizona, Tucson, AZ, USA",Arizona,US-AZ,pub.1106389527,ur.01154756335.90,Jennifer,Sedler,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Jennifer Sedler,female
200,17856,1733,Albuquerque,5454711.0,United States,US,grid.266832.b,University of New Mexico,"Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA",New Mexico,US-NM,pub.1106016368,ur.07735261457.78,V.,Calhoun,University of New Mexico,University of New Mexico-Gallup Campus,Pub 2yr,Public 2yr,HSI,HSI,V. Calhoun,
202,18325,2202,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Anesthesiology & Perioperative Care, University of California Irvine, 101 The City Dr. South, 92868, Orange, CA, USA",California,US-CA,pub.1074198192,ur.014404462243.31,Michael,Ma,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Michael Ma,male
203,18326,2203,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Anesthesiology & Perioperative Care, University of California Irvine, 101 The City Dr. South, 92868, Orange, CA, USA",California,US-CA,pub.1074198192,ur.013750771241.48,Michael-David,Calderon,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Michael-David Calderon,
204,19312,3189,Orlando,4167147.0,United States,US,grid.170430.1,University of Central Florida,"Division of Surgical Oncology, Florida Hospital Orlando, University of Central Florida, 2415 N. Orange Ave, Suite 400, 32804, Orlando, FL, USA",Florida,US-FL,pub.1010995815,ur.01312137061.12,Sebastian G.,de la Fuente,University of Central Florida,University of Central Florida,Pub 4yr,Public 4yr,HSI,HSI,Sebastian G. de la Fuente,male
205,20025,3902,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.01276420421.03,Kristina H.,Deeter,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Kristina H. Deeter,female
206,20027,3904,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.01345507177.29,Mary A.,King,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mary A. King,female
207,20029,3906,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.0725661731.23,Debra,Ridling,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Debra Ridling,female
208,20031,3908,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,,Gretchen L.,Irby,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Gretchen L. Irby,female
209,20033,3910,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.0577550227.91,Anne M.,Lynn,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Anne M. Lynn,female
210,20035,3912,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.01213030255.47,Jerry J.,Zimmerman,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Jerry J. Zimmerman,male
211,20046,3923,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Computer Science, University of California Irvine, Irvine, CA 92617, USA and 2Department of Computing, Imperial College London, London SW7 2AZ, UK",California,US-CA,pub.1028338257,ur.0715622304.52,Oleksii,Kuchaiev,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Oleksii Kuchaiev,male
212,20048,3925,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Computer Science, University of California Irvine, Irvine, CA 92617, USA and 2Department of Computing, Imperial College London, London SW7 2AZ, UK",California,US-CA,pub.1028338257,ur.01160202747.33,Nataša,Pržulj,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Nataša Pržulj,female
213,20390,82,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Division of Critical Care, Seattle Children's Hospital, University of Washington, Seattle, WA, United States",Washington,US-WA,pub.1148831782,ur.011042033203.16,Ivie D.,Esangbedo,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Ivie D. Esangbedo,female
214,20507,199,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Children's Hospital of Orange County, Neurology, University of California, Irvine, Pediatrics, United States.",California,US-CA,pub.1142419944,ur.0715273332.59,Daniel W,Shrey,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Daniel W Shrey,male
215,20508,200,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Henry Samueli School of Engineering, University of California Irvine, United States.",California,US-CA,pub.1142419944,ur.01303114566.55,Beth A,Lopour,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Beth A Lopour,female
216,20732,424,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Institute for Mathematics and its Applications, University of Minnesota, 55455, Minneapolis, MN, USA",Minnesota,US-MN,pub.1136316117,ur.011737565427.23,Ankit,Bansal,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Ankit Bansal,male
217,20733,425,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Division of Health Policy and Management, School of Public Health, University of Minnesota, 55455, Minneapolis, MN, USA",Minnesota,US-MN,pub.1136316117,ur.01302471743.17,Bjorn,Berg,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Bjorn Berg,male
218,20797,489,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Division of Infectious Diseases, Department of Medicine, Oregon Health and Sciences, University School of Medicine, Portland, Oregon",Washington,US-WA,pub.1134849262,ur.013555075014.03,Luke,Strnad,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Luke Strnad,male
219,20831,523,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.015016406104.07,Siennah R,Miller,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Siennah R Miller,
220,20833,525,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.01353531250.34,Xiaohong,Zhang,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Xiaohong Zhang,female
221,20835,527,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.014565301367.44,Raymond K,Hau,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Raymond K Hau,male
222,20837,529,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.01075531261.38,Joseph L,Jilek,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Joseph L Jilek,male
223,20839,531,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.014724030033.53,Erin Q,Jennings,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Erin Q Jennings,female
224,20841,533,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.01262574222.63,James J,Galligan,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,James J Galligan,male
225,20843,535,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.0727672741.85,Daniel H,Foil,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Daniel H Foil,male
226,20845,537,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.014451401600.61,Kimberley M,Zorn,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Kimberley M Zorn,female
227,20847,539,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.0667063761.83,Sean,Ekins,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Sean Ekins,male
228,20849,541,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.) shwright@email.arizona.edu.",Arizona,US-AZ,pub.1133017222,ur.01264550554.69,Stephen H,Wright,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Stephen H Wright,male
229,20851,543,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.) cherring@pharmacy.arizona.edu.",Arizona,US-AZ,pub.1133017222,ur.01332611425.94,Nathan J,Cherrington,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Nathan J Cherrington,male
230,20931,623,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Institute of Analysis and Scientific Computing, TU Wien, Wiedner Hauptstraße 8-10, 1040, Vienna, Austria; School of Mathematical and Statistical Sciences, Arizona State University, Tempe, AZ, 85287, USA. Electronic address: clemens.heitzinger@tuwien.ac.at.",Arizona,US-AZ,pub.1131156246,ur.01077072653.81,Clemens,Heitzinger,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Clemens Heitzinger,male
232,21038,730,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"College of Medicine, The University of Arizona, Tucson, AZ, United States",Arizona,US-AZ,pub.1126671568,ur.0656530652.19,Jarrod,Mosier,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Jarrod Mosier,male
234,21168,860,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","School of Medicine and Mouse Biology Program, University of California, Davis, California, United States of America",California,US-CA,pub.1124060918,ur.010727460637.23,K. C. Kent,Lloyd,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,K. C. Kent Lloyd,
235,21544,1236,Atlanta,4180439.0,United States,US,grid.256304.6,Georgia State University,"Department of Computer Science, Georgia State University, Atlanta, GA, 30302-4110, USA",Georgia,US-GA,pub.1110932896,ur.0743020163.07,Yi,Pan,Georgia State University,Georgia State University,Pub 4yr,Public 4yr,AANAPISI & PBI,AANAPISI,Yi Pan,male
236,21850,1542,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Neurology, University of Washington, Seattle, WA, United States of America",Washington,US-WA,pub.1101387898,ur.01364774743.49,Russell P.,Saneto,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Russell P. Saneto,male
237,21873,1565,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Neurology, University of Washington, Seattle, WA, United States of America",Washington,US-WA,pub.1101387898,ur.01226555517.74,William B.,Dobyns,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,William B. Dobyns,male
241,21975,1667,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Biomedical Engineering, University of Minnesota Twin Cities, Minneapolis, MN, 55414, USA",Minnesota,US-MN,pub.1084205035,ur.011033232003.22,Tong,Wu,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Tong Wu,male
242,21977,1669,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Biomedical Engineering, University of Minnesota Twin Cities, Minneapolis, MN, 55414, USA",Minnesota,US-MN,pub.1084205035,ur.0647424220.78,Zhi,Yang,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Zhi Yang,male
244,22194,1886,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Electrical, Computer, and Energy Engineering, Arizona State University, Tempe, AZ, 85281",Arizona,US-AZ,pub.1084498925,ur.014374037043.06,Jennie,Si,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Jennie Si,female
245,22405,2097,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Integrative Genetics and Genomics Graduate Group, Department of Animal Science, University of California, Davis, California, United States of America",California,US-CA,pub.1005109223,ur.011224530740.24,Tae Hyun,Kim,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Tae Hyun Kim,male
246,22406,2098,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Integrative Genetics and Genomics Graduate Group, Department of Animal Science, University of California, Davis, California, United States of America",California,US-CA,pub.1005109223,ur.0730343730.19,Huaijun,Zhou,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Huaijun Zhou,male
247,22599,2291,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"School of Nutrition Health Promotion, Arizona State University, USA",Arizona,US-AZ,pub.1007533737,ur.0600672421.13,Glenn A.,Gaesser,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Glenn A. Gaesser,male
248,22602,2294,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","Department of Computer Science, Rutgers University, 110 Frelinghuysen Road, Piscataway, NJ 08854, USA, rtoso@cs.rutgers.edu",New Jersey,US-NJ,pub.1029855295,ur.0731135621.32,Rodrigo Franco,Toso,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Rodrigo Franco Toso,male
250,22722,2414,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Pediatric Resident, University of Washington School of Medicine, Seattle, Washington; Seattle Children's Hospital, Seattle, Washington.",Washington,US-WA,pub.1072568331,,Katherine,Kenningham,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Katherine Kenningham,female
251,22725,2417,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Public Health - Seattle and King County, Seattle, Washington; Affiliate Assistant Professor, Department of Health Services, University of Washington School of Public Health, Seattle, Washington.",Washington,US-WA,pub.1072568331,ur.0702254131.72,Kathryn,Koelemay,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Kathryn Koelemay,female
