,Unnamed: 0.1,Unnamed: 0,aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name,year,gender,gender_ints,income_class,income_class_num,isMinority_2020,isMinority_2022,Type2020,Type2022,MSI Type2020,MSI Type2022,full_name
168,13724,2736,State College,5213681.0,United States,US,grid.29857.31,Pennsylvania State University,"The Pennsylvania State University, Hershey, PA",Pennsylvania,US-PA,pub.1051686487,ur.01361344030.22,Christopher J.,DeFlitch,2014,male,0.0,High income,4.0,Pennsylvania State University - Penn State Abington,Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Christopher J. DeFlitch
169,13725,2737,State College,5213681.0,United States,US,grid.29857.31,Pennsylvania State University,"The Pennsylvania State University, Hershey, PA",Pennsylvania,US-PA,pub.1051686487,ur.0665500402.51,Christopher S.,Hollenbeak,2014,male,0.0,High income,4.0,Pennsylvania State University - Penn State Abington,Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Christopher S. Hollenbeak
170,13929,2941,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0711017302.84,Michael,Schivo,2013,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Michael Schivo
171,13930,2942,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0667760512.27,Chinh,Phan,2013,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Chinh Phan
172,13931,2943,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0715767407.45,Samuel,Louie,2013,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Samuel Louie
173,13932,2944,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care, and Sleep Medicine, Department of Internal Medicine, University of California, Davis, 4150 V Street, PSSB 3400, 95817, Sacramento, CA, USA",California,US-CA,pub.1011053029,ur.0672445336.54,Richart W.,Harper,2013,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Richart W. Harper
174,14196,3208,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","University of Medicine and Dentistry of New Jersey, Newark, New Jersey",New Jersey,US-NJ,pub.1022171879,ur.01235401340.33,Laura,Byham‐Gray,2012,female,1.0,High income,4.0,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Laura Byham‐Gray
175,14197,3209,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","University of Medicine and Dentistry of New Jersey, Newark, New Jersey",New Jersey,US-NJ,pub.1022171879,ur.01145703252.06,Robert,Denmark,2012,male,0.0,High income,4.0,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Robert Denmark
176,14199,3211,New Brunswick,5101717.0,United States,US,grid.430387.b,"Rutgers, The State University of New Jersey","University of Medicine and Dentistry of New Jersey, Newark, New Jersey",New Jersey,US-NJ,pub.1022171879,ur.01273124763.79,Rebecca A.,Brody,2012,female,1.0,High income,4.0,"Rutgers, the State University of New Jersey",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Rebecca A. Brody
177,14236,3248,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.0744237267.25,Mayumi,Horibe,2012,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mayumi Horibe
178,14239,3251,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.01243073055.38,Gary,Yurina,2012,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Gary Yurina
179,14242,3254,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.01236221173.83,Moni B.,Neradilek,2012,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Moni B. Neradilek
180,14245,3257,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Department of Anesthesiology and Pain Medicine, University of Washington, Seattle, Washington; Department of Anesthesiology, Veterans Affairs Puget Sound Health Care System, Seattle, Washington; and The Mountain-Whisper-Light Statistics, Seattle, Washington.",Washington,US-WA,pub.1052451962,ur.0771672433.33,Irene,Rozet,2012,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Irene Rozet
181,14557,3569,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Pediatrics, University of Washington School of Medicine, Seattle, WA",Washington,US-WA,pub.1033318296,ur.015751575713.80,Suzan,Walker,2010,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Suzan Walker
182,14558,3570,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Pediatrics, University of Washington School of Medicine, Seattle, WA",Washington,US-WA,pub.1033318296,ur.01176272666.07,Thomas P.,Strandjord,2010,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Thomas P. Strandjord
183,14559,3571,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Obstetrics and Gynecology, University of Washington School of Medicine, Seattle, WA",Washington,US-WA,pub.1033318296,ur.0716461326.55,Thomas J.,Benedetti,2010,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Thomas J. Benedetti
184,14720,9,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Center for Human Neuroscience, Department of Psychology, University of Washington, Seattle, United States",Washington,US-WA,pub.1153197535,ur.0701314150.35,John A,Pyles,2022,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,John A Pyles
185,14722,11,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Center for Magnetic Resonance Research (CMRR), Department of Radiology, University of Minnesota, Minneapolis, United States",Minnesota,US-MN,pub.1153197535,ur.01364310034.01,Kendrick N,Kay,2022,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Kendrick N Kay
186,14929,223,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Pediatrics, Seattle Children’s Research Institute, University of Washington School of Medicine, Seattle, WA 98101, USA;, hans.ochs@seattlechildrens.org",Washington,US-WA,pub.1145962688,ur.01351055147.31,Hans D.,Ochs,2022,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Hans D. Ochs
187,15206,500,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","Division of Pulmonary, Critical Care & Sleep Medicine, Department of Medicine, University of California at Davis, Davis, USA",California,US-CA,pub.1139353622,ur.0775175243.64,Justin M,Oldham,2021,male,0.0,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,Justin M Oldham
188,15834,1128,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Medicine, University of Washington School of Medicine, Seattle, Washington, USA",Washington,US-WA,pub.1133368020,ur.015371473777.24,Lauren R,Pollack,2020,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Lauren R Pollack
189,16190,1484,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Oral Health Sciences, University of Washington, Seattle, Washington.",Washington,US-WA,pub.1106913445,ur.0577423633.77,Charles F,Spiekerman,2019,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Charles F Spiekerman
190,16384,1686,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"School of Medicine, University of Arizona, Tucson, AZ, USA",Arizona,US-AZ,pub.1106389527,ur.01154756335.90,Jennifer,Sedler,2018,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Jennifer Sedler
191,16425,1727,Albuquerque,5454711.0,United States,US,grid.266832.b,University of New Mexico,"Department of Electrical and Computer Engineering, University of New Mexico, Albuquerque, NM, USA",New Mexico,US-NM,pub.1106016368,ur.07735261457.78,V.,Calhoun,2018,,,High income,4.0,University of New Mexico,University of New Mexico-Gallup Campus,Pub 2yr,Public 2yr,HSI,HSI,V. Calhoun
193,16894,2196,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Anesthesiology & Perioperative Care, University of California Irvine, 101 The City Dr. South, 92868, Orange, CA, USA",California,US-CA,pub.1074198192,ur.014404462243.31,Michael,Ma,2017,male,0.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Michael Ma
194,16895,2197,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Anesthesiology & Perioperative Care, University of California Irvine, 101 The City Dr. South, 92868, Orange, CA, USA",California,US-CA,pub.1074198192,ur.013750771241.48,Michael-David,Calderon,2017,,,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Michael-David Calderon
195,17876,3183,Orlando,4167147.0,United States,US,grid.170430.1,University of Central Florida,"Division of Surgical Oncology, Florida Hospital Orlando, University of Central Florida, 2415 N. Orange Ave, Suite 400, 32804, Orlando, FL, USA",Florida,US-FL,pub.1010995815,ur.01312137061.12,Sebastian G.,de la Fuente,2013,male,0.0,High income,4.0,University of Central Florida,University of Central Florida,Pub 4yr,Public 4yr,HSI,HSI,Sebastian G. de la Fuente
196,18586,3896,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.01276420421.03,Kristina H.,Deeter,2011,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Kristina H. Deeter
197,18588,3898,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.01345507177.29,Mary A.,King,2011,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Mary A. King
198,18590,3900,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.0725661731.23,Debra,Ridling,2011,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Debra Ridling
199,18592,3902,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,,Gretchen L.,Irby,2011,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Gretchen L. Irby
200,18594,3904,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.0577550227.91,Anne M.,Lynn,2011,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Anne M. Lynn
201,18596,3906,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"From the Departments of Pediatrics (KHD, MAK, DR, GLI, AML, JJZ) and Anesthesiology (AML), Seattle Children's Hospital University of Washington, Seattle, WA.",Washington,US-WA,pub.1044911587,ur.01213030255.47,Jerry J.,Zimmerman,2011,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Jerry J. Zimmerman
202,18607,3917,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Computer Science, University of California Irvine, Irvine, CA 92617, USA and 2Department of Computing, Imperial College London, London SW7 2AZ, UK",California,US-CA,pub.1028338257,ur.0715622304.52,Oleksii,Kuchaiev,2011,male,0.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Oleksii Kuchaiev
203,18609,3919,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Department of Computer Science, University of California Irvine, Irvine, CA 92617, USA and 2Department of Computing, Imperial College London, London SW7 2AZ, UK",California,US-CA,pub.1028338257,ur.01160202747.33,Nataša,Pržulj,2011,female,1.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Nataša Pržulj
204,18906,83,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Division of Critical Care, Seattle Children's Hospital, University of Washington, Seattle, WA, United States",Washington,US-WA,pub.1148831782,ur.011042033203.16,Ivie D.,Esangbedo,2022,female,1.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Ivie D. Esangbedo
205,19023,200,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Children's Hospital of Orange County, Neurology, University of California, Irvine, Pediatrics, United States.",California,US-CA,pub.1142419944,ur.0715273332.59,Daniel W,Shrey,2021,male,0.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Daniel W Shrey
206,19024,201,Irvine,5359777.0,United States,US,grid.266093.8,"University of California, Irvine","Henry Samueli School of Engineering, University of California Irvine, United States.",California,US-CA,pub.1142419944,ur.01303114566.55,Beth A,Lopour,2021,female,1.0,High income,4.0,"University of California, Irvine",Not Minority,Pub 4yr,Not Minority,AANAPISI & HSI,Not Minority,Beth A Lopour
207,19251,428,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Institute for Mathematics and its Applications, University of Minnesota, 55455, Minneapolis, MN, USA",Minnesota,US-MN,pub.1136316117,ur.011737565427.23,Ankit,Bansal,2021,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Ankit Bansal
208,19252,429,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Division of Health Policy and Management, School of Public Health, University of Minnesota, 55455, Minneapolis, MN, USA",Minnesota,US-MN,pub.1136316117,ur.01302471743.17,Bjorn,Berg,2021,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Bjorn Berg
209,19316,493,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Division of Infectious Diseases, Department of Medicine, Oregon Health and Sciences, University School of Medicine, Portland, Oregon",Washington,US-WA,pub.1134849262,ur.013555075014.03,Luke,Strnad,2021,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Luke Strnad
210,19350,527,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.015016406104.07,Siennah R,Miller,2020,,,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Siennah R Miller
211,19352,529,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.01353531250.34,Xiaohong,Zhang,2020,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Xiaohong Zhang
212,19354,531,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.014565301367.44,Raymond K,Hau,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Raymond K Hau
213,19356,533,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.01075531261.38,Joseph L,Jilek,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Joseph L Jilek
214,19358,535,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.014724030033.53,Erin Q,Jennings,2020,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Erin Q Jennings
215,19360,537,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.01262574222.63,James J,Galligan,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,James J Galligan
216,19362,539,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.0727672741.85,Daniel H,Foil,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Daniel H Foil
217,19364,541,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.014451401600.61,Kimberley M,Zorn,2020,female,1.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Kimberley M Zorn
218,19366,543,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.).",Arizona,US-AZ,pub.1133017222,ur.0667063761.83,Sean,Ekins,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Sean Ekins
219,19368,545,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.) shwright@email.arizona.edu.",Arizona,US-AZ,pub.1133017222,ur.01264550554.69,Stephen H,Wright,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Stephen H Wright
220,19370,547,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"Department of Pharmacology and Toxicology, College of Pharmacy (S.R.M., R.K.H., J.L.J., E.Q.J., J.J.G., N.J.C.), and Department of Physiology, College of Medicine (X.Z., S.H.W.), University of Arizona, Tucson, Arizona and Collaborations Pharmaceuticals, Inc., Raleigh, North Carolina (D.H.F., K.M.Z., S.E.) cherring@pharmacy.arizona.edu.",Arizona,US-AZ,pub.1133017222,ur.01332611425.94,Nathan J,Cherrington,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Nathan J Cherrington
221,19450,627,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Institute of Analysis and Scientific Computing, TU Wien, Wiedner Hauptstraße 8-10, 1040, Vienna, Austria; School of Mathematical and Statistical Sciences, Arizona State University, Tempe, AZ, 85287, USA. Electronic address: clemens.heitzinger@tuwien.ac.at.",Arizona,US-AZ,pub.1131156246,ur.01077072653.81,Clemens,Heitzinger,2020,male,0.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Clemens Heitzinger
223,19557,734,Tucson,5318313.0,United States,US,grid.134563.6,University of Arizona,"College of Medicine, The University of Arizona, Tucson, AZ, United States",Arizona,US-AZ,pub.1126671568,ur.0656530652.19,Jarrod,Mosier,2020,male,0.0,High income,4.0,University of Arizona (The),University of Arizona,Pub 4yr,Public 4yr,HSI,HSI,Jarrod Mosier
225,19687,864,Davis,5341704.0,United States,US,grid.27860.3b,"University of California, Davis","School of Medicine and Mouse Biology Program, University of California, Davis, California, United States of America",California,US-CA,pub.1124060918,ur.010727460637.23,K. C. Kent,Lloyd,2020,,,High income,4.0,"University of California, Davis",Not Minority,Pub 4yr,Not Minority,AANAPISI,Not Minority,K. C. Kent Lloyd
226,20063,1240,Atlanta,4180439.0,United States,US,grid.256304.6,Georgia State University,"Department of Computer Science, Georgia State University, Atlanta, GA, 30302-4110, USA",Georgia,US-GA,pub.1110932896,ur.0743020163.07,Yi,Pan,2018,male,0.0,High income,4.0,Georgia State University,Georgia State University,Pub 4yr,Public 4yr,AANAPISI & PBI,AANAPISI,Yi Pan
227,20369,1546,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Neurology, University of Washington, Seattle, WA, United States of America",Washington,US-WA,pub.1101387898,ur.01364774743.49,Russell P.,Saneto,2018,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,Russell P. Saneto
228,20392,1569,Seattle,5809844.0,United States,US,grid.34477.33,University of Washington,"Department of Neurology, University of Washington, Seattle, WA, United States of America",Washington,US-WA,pub.1101387898,ur.01226555517.74,William B.,Dobyns,2018,male,0.0,High income,4.0,University of Washington - Seattle,University of Washington-Tacoma Campus,Pub 4yr,Public 4yr,AANAPISI,AANAPISI,William B. Dobyns
232,20494,1671,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Biomedical Engineering, University of Minnesota Twin Cities, Minneapolis, MN, 55414, USA",Minnesota,US-MN,pub.1084205035,ur.011033232003.22,Tong,Wu,2017,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Tong Wu
233,20496,1673,Minneapolis,5037649.0,United States,US,grid.17635.36,University of Minnesota,"Biomedical Engineering, University of Minnesota Twin Cities, Minneapolis, MN, 55414, USA",Minnesota,US-MN,pub.1084205035,ur.0647424220.78,Zhi,Yang,2017,male,0.0,High income,4.0,University of Minnesota - Twin Cities,University of Minnesota-Morris,Pub 4yr,Public 4yr,AANAPISI,NASNTI,Zhi Yang
235,20713,1890,Tempe,5317058.0,United States,US,grid.215654.1,Arizona State University,"Department of Electrical, Computer, and Energy Engineering, Arizona State University, Tempe, AZ, 85281",Arizona,US-AZ,pub.1084498925,ur.014374037043.06,Jennie,Si,2016,female,1.0,High income,4.0,Arizona State University,Not Minority,Pub 4yr,Not Minority,HSI,Not Minority,Jennie Si
