PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34998969","Unsupervised learning of brain state dynamics during emotion imagination using high-density EEG","Hsu SH, Lin Y, Onton J, Jung TP, Makeig S.","Neuroimage. 2022 Apr 1;249:118873. doi: 10.1016/j.neuroimage.2022.118873. Epub 2022 Jan 5.","Hsu SH","Neuroimage","2022","2022/01/09","","","10.1016/j.neuroimage.2022.118873"
"26808302","Reduction of Catheter-Associated Urinary Tract Infections Through the Use of an Evidence-Based Nursing Algorithm and the Implementation of Shift Nursing Rounds: A Quality Improvement Project","Thomas KL.","J Wound Ostomy Continence Nurs. 2016 Mar-Apr;43(2):183-7. doi: 10.1097/WON.0000000000000206.","Thomas KL","J Wound Ostomy Continence Nurs","2016","2016/01/26","","","10.1097/WON.0000000000000206"
"34865771","A heuristic, computer-driven and top-down approach to identify novel bioactive peptides: A proof-of-principle on angiotensin I converting enzyme inhibitory peptides","Lammi C, Boschin G, Bollati C, Arnoldi A, Galaverna G, Dellafiora L.","Food Res Int. 2021 Dec;150(Pt A):110753. doi: 10.1016/j.foodres.2021.110753. Epub 2021 Oct 13.","Lammi C","Food Res Int","2021","2021/12/06","","","10.1016/j.foodres.2021.110753"
"30289769","Assessing the Feasibility of Providing a Real-Time Response to Seizures Detected With Continuous Long-Term Neonatal Electroencephalography Monitoring","Sharpe C, Davis SL, Reiner GE, Lee LI, Gold JJ, Nespeca M, Wang SG, Joe P, Kuperman R, Gardner M, Honold J, Lane B, Knodel E, Rowe D, Battin MR, Bridge R, Goodmar J, Castro B, Rasmussen M, Arnell K, Harbert M, Haas R.","J Clin Neurophysiol. 2019 Jan;36(1):9-13. doi: 10.1097/WNP.0000000000000525.","Sharpe C","J Clin Neurophysiol","2019","2018/10/06","PMC6320287","NIHMS1505114","10.1097/WNP.0000000000000525"
"19815452","Social, organizational, and contextual characteristics of clinical decision support systems for intensive insulin therapy: a literature review and case study","Campion TR Jr, Waitman LR, May AK, Ozdas A, Lorenzi NM, Gadd CS.","Int J Med Inform. 2010 Jan;79(1):31-43. doi: 10.1016/j.ijmedinf.2009.09.004. Epub 2009 Oct 7.","Campion TR Jr","Int J Med Inform","2010","2009/10/10","PMC2818499","NIHMS147317","10.1016/j.ijmedinf.2009.09.004"
"25015006","Clonidine in the sedation of mechanically ventilated children: a pilot randomized trial","Duffett M, Choong K, Foster J, Cheng J, Meade MO, Menon K, Cook DJ.","J Crit Care. 2014 Oct;29(5):758-63. doi: 10.1016/j.jcrc.2014.05.029. Epub 2014 Jun 11.","Duffett M","J Crit Care","2014","2014/07/13","","","10.1016/j.jcrc.2014.05.029"
"30311073","A comparison of propofol-to-BIS post-operative intensive care sedation by means of target controlled infusion, Bayesian-based and predictive control methods: an observational, open-label pilot study","Neckebroek M, Ionescu CM, van Amsterdam K, De Smet T, De Baets P, Decruyenaere J, De Keyser R, Struys MMRF.","J Clin Monit Comput. 2019 Aug;33(4):675-686. doi: 10.1007/s10877-018-0208-2. Epub 2018 Oct 11.","Neckebroek M","J Clin Monit Comput","2019","2018/10/13","PMC6602998","","10.1007/s10877-018-0208-2"
"26820275","Sweet Spot: Glucose Control in the Intensive Care Unit","van Hooijdonk RT, Mesotten D, Krinsley JS, Schultz MJ.","Semin Respir Crit Care Med. 2016 Feb;37(1):57-67. doi: 10.1055/s-0035-1570354. Epub 2016 Jan 28.","van Hooijdonk RT","Semin Respir Crit Care Med","2016","2016/01/29","","","10.1055/s-0035-1570354"
"21063013","Quality of traditional surveillance for public reporting of nosocomial bloodstream infection rates","Lin MY, Hota B, Khan YM, Woeltje KF, Borlawsky TB, Doherty JA, Stevenson KB, Weinstein RA, Trick WE; CDC Prevention Epicenter Program.","JAMA. 2010 Nov 10;304(18):2035-41. doi: 10.1001/jama.2010.1637.","Lin MY","JAMA","2010","2010/11/11","PMC8385387","NIHMS1732303","10.1001/jama.2010.1637"
"22112361","The use of a standardized PCT-algorithm reduces costs in intensive care in septic patients - a DRG-based simulation model","Wilke MH, Grube RF, Bodmann KF.","Eur J Med Res. 2011 Dec 2;16(12):543-8. doi: 10.1186/2047-783x-16-12-543.","Wilke MH","Eur J Med Res","2011","2011/11/25","PMC3351898","","10.1186/2047-783x-16-12-543"
"27658894","A unified Hyperglycemia and Diabetic ketoacidosis (DKA) insulin infusion protocol based on an Excel algorithm and implemented via Electronic Medical Record (EMR) in Intensive Care Units","Gupta D, Kirn M, Jamkhana ZA, Lee R, Albert SG, Rollins KM.","Diabetes Metab Syndr. 2017 Oct-Dec;11(4):265-271. doi: 10.1016/j.dsx.2016.09.008. Epub 2016 Sep 15.","Gupta D","Diabetes Metab Syndr","2017","2016/09/24","","","10.1016/j.dsx.2016.09.008"
"27823915","Validation of the Children's Hospital Early Warning System for Critical Deterioration Recognition","McLellan MC, Gauvreau K, Connor JA.","J Pediatr Nurs. 2017 Jan-Feb;32:52-58. doi: 10.1016/j.pedn.2016.10.005. Epub 2016 Nov 5.","McLellan MC","J Pediatr Nurs","2017","2016/11/09","","","10.1016/j.pedn.2016.10.005"
"31809277","Weight-Based Estimation of Insertion Length of the Nasogastric Tube in Extremely Low Birth-Weight Infants","Kato Y, Hirata K, Oshima Y, Wada K.","Adv Neonatal Care. 2020 Apr;20(2):E31-E34. doi: 10.1097/ANC.0000000000000692.","Kato Y","Adv Neonatal Care","2020","2019/12/07","","","10.1097/ANC.0000000000000692"
"26072660","Building and Validating a Computerized Algorithm for Surveillance of Ventilator-Associated Events","Mann T, Ellsworth J, Huda N, Neelakanta A, Chevalier T, Sims KL, Dhar S, Robinson ME, Kaye KS.","Infect Control Hosp Epidemiol. 2015 Sep;36(9):999-1003. doi: 10.1017/ice.2015.127. Epub 2015 Jun 15.","Mann T","Infect Control Hosp Epidemiol","2015","2015/06/16","","","10.1017/ice.2015.127"
"35302957","Preintubation Sequential Organ Failure Assessment Score for Predicting COVID-19 Mortality: External Validation Using Electronic Health Record From 86 U.S. Healthcare Systems to Appraise Current Ventilator Triage Algorithms","Keller MB, Wang J, Nason M, Warner S, Follmann D, Kadri SS.","Crit Care Med. 2022 Jul 1;50(7):1051-1062. doi: 10.1097/CCM.0000000000005534. Epub 2022 Mar 15.","Keller MB","Crit Care Med","2022","2022/03/18","PMC9196924","","10.1097/CCM.0000000000005534"
"30644645","Pediatric early warning score and deteriorating ward patients on high-flow therapy","Hansen G, Hochman J, Garner M, Dmytrowich J, Holt T.","Pediatr Int. 2019 Mar;61(3):278-283. doi: 10.1111/ped.13787. Epub 2019 Mar 18.","Hansen G","Pediatr Int","2019","2019/01/16","","","10.1111/ped.13787"
"25570730","An early respiratory distress detection method with Markov models","Ravishankar H, Saha A, Swamy G, Genc S.","Annu Int Conf IEEE Eng Med Biol Soc. 2014;2014:3438-41. doi: 10.1109/EMBC.2014.6944362.","Ravishankar H","Annu Int Conf IEEE Eng Med Biol Soc","2014","2015/01/09","","","10.1109/EMBC.2014.6944362"
"31392655","Facing SpO(2) and SaO(2) discrepancies in ICU patients: is the perfusion index helpful?","Thijssen M, Janssen L, le Noble J, Foudraine N.","J Clin Monit Comput. 2020 Aug;34(4):693-698. doi: 10.1007/s10877-019-00371-3. Epub 2019 Aug 7.","Thijssen M","J Clin Monit Comput","2020","2019/08/09","PMC7366881","","10.1007/s10877-019-00371-3"
"30817560","A Simulation-Based Pilot Study of a Mobile Application (NRP Prompt) as a Cognitive Aid for Neonatal Resuscitation Training","Chan NH, Mistry N, Campbell DM.","Simul Healthc. 2019 Jun;14(3):146-156. doi: 10.1097/SIH.0000000000000353.","Chan NH","Simul Healthc","2019","2019/03/01","","","10.1097/SIH.0000000000000353"
"33891906","Electronic health record risk score provides earlier prognostication of clinical outcomes in patients admitted to the cardiac intensive care unit","Kunitomo Y, Thomas A, Chouairi F, Canavan ME, Kochar A, Khera R, Katz JN, Murphy C, Jentzer J, Ahmad T, Desai NR, Brennan J, Miller PE.","Am Heart J. 2021 Aug;238:85-88. doi: 10.1016/j.ahj.2021.04.004. Epub 2021 Apr 20.","Kunitomo Y","Am Heart J","2021","2021/04/23","","","10.1016/j.ahj.2021.04.004"
"30569887","Efficacy and safety of a phosphate replacement strategy for severe hypophosphatemia in the ICU","Engwerda E, van den Berg M, Blans M, Bech A, de Boer H.","Neth J Med. 2018 Dec;76(10):437-441.","Engwerda E","Neth J Med","2018","2018/12/21","","",""
"31538900","Computer-Based versus Paper-Based Insulin Infusion Algorithms in Diabetic Ketoacidosis","Younis M, Pham J, Asad H, Hamarshi MS.","Curr Diabetes Rev. 2020;16(6):628-634. doi: 10.2174/1573399815666190712191932.","Younis M","Curr Diabetes Rev","2020","2019/09/21","","","10.2174/1573399815666190712191932"
"20179076","GOSemSim: an R package for measuring semantic similarity among GO terms and gene products","Yu G, Li F, Qin Y, Bo X, Wu Y, Wang S.","Bioinformatics. 2010 Apr 1;26(7):976-8. doi: 10.1093/bioinformatics/btq064. Epub 2010 Feb 23.","Yu G","Bioinformatics","2010","2010/02/25","","","10.1093/bioinformatics/btq064"
"24525523","Implementation of EuroSCORE II as an adjunct to APACHE II model and SOFA score, for refining the prognostic accuracy in cardiac surgical patients","Tsaousi GG, Pitsis AA, Ioannidis GD, Pourzitaki CK, Yannacou-Peftoulidou MN, Vasilakos DG.","J Cardiovasc Surg (Torino). 2015 Dec;56(6):919-27. Epub 2014 Feb 13.","Tsaousi GG","J Cardiovasc Surg (Torino)","2015","2014/02/15","","",""
"20097416","Will procalcitonin reduce antibiotic use in intensive care?","Kollef MH.","Lancet. 2010 Feb 6;375(9713):435-6. doi: 10.1016/S0140-6736(10)60140-7. Epub 2010 Jan 25.","Kollef MH","Lancet","2010","2010/01/26","","","10.1016/S0140-6736(10)60140-7"
"22462507","The effect of increased mobility on morbidity in the neurointensive care unit","Titsworth WL, Hester J, Correia T, Reed R, Guin P, Archibald L, Layon AJ, Mocco J.","J Neurosurg. 2012 Jun;116(6):1379-88. doi: 10.3171/2012.2.JNS111881. Epub 2012 Mar 30.","Titsworth WL","J Neurosurg","2012","2012/04/03","","","10.3171/2012.2.JNS111881"
"27288392","Poor Agreement between Predictive Equations of Energy Expenditure and Measured Energy Expenditure in Critically Ill Acute Kidney Injury Patients","de Góes CR, Berbel-Bufarah MN, Sanches AC, Xavier PS, Balbi AL, Ponce D.","Ann Nutr Metab. 2016;68(4):276-84. doi: 10.1159/000446708. Epub 2016 Jun 10.","de Góes CR","Ann Nutr Metab","2016","2016/06/12","","","10.1159/000446708"
"24922310","CGBayesNets: conditional Gaussian Bayesian network learning and inference with mixed discrete and continuous data","McGeachie MJ, Chang HH, Weiss ST.","PLoS Comput Biol. 2014 Jun 12;10(6):e1003676. doi: 10.1371/journal.pcbi.1003676. eCollection 2014 Jun.","McGeachie MJ","PLoS Comput Biol","2014","2014/06/13","PMC4055564","","10.1371/journal.pcbi.1003676"
"26297363","Data linkage errors in hospital administrative data when applying a pseudonymisation algorithm to paediatric intensive care records","Hagger-Johnson G, Harron K, Fleming T, Gilbert R, Goldstein H, Landy R, Parslow RC.","BMJ Open. 2015 Aug 21;5(8):e008118. doi: 10.1136/bmjopen-2015-008118.","Hagger-Johnson G","BMJ Open","2015","2015/08/23","PMC4550723","","10.1136/bmjopen-2015-008118"
"34463205","Covid-19 rapid test by combining a Random Forest-based web system and blood tests","Barbosa VAF, Gomes JC, de Santana MA, de Lima CL, Calado RB, Bertoldo Júnior CR, Albuquerque JEA, de Souza RG, de Araújo RJE, Mattos Júnior LAR, de Souza RE, Dos Santos WP.","J Biomol Struct Dyn. 2022;40(22):11948-11967. doi: 10.1080/07391102.2021.1966509. Epub 2021 Aug 31.","Barbosa VAF","J Biomol Struct Dyn","2022","2021/08/31","PMC8425445","","10.1080/07391102.2021.1966509"
"27000203","An acid-base disorders analysis with the use of the Stewart approach in patients with sepsis treated in an intensive care unit","Szrama J, Smuszkiewicz P.","Anaesthesiol Intensive Ther. 2016;48(3):180-4. doi: 10.5603/AIT.a2016.0020. Epub 2016 Mar 22.","Szrama J","Anaesthesiol Intensive Ther","2016","2016/03/23","","","10.5603/AIT.a2016.0020"
"30243203","Robotic technology provides objective and quantifiable metrics of neurocognitive functioning in survivors of critical illness:A feasibility study","Wood MD, Maslove DM, Muscedere J, Scott SH, Boyd JG; Canadian Critical Care Trials Group.","J Crit Care. 2018 Dec;48:228-236. doi: 10.1016/j.jcrc.2018.09.011. Epub 2018 Sep 12.","Wood MD","J Crit Care","2018","2018/09/23","","","10.1016/j.jcrc.2018.09.011"
"29087294","Diagnostic potential for a serum miRNA neural network for detection of ovarian cancer","Elias KM, Fendler W, Stawiski K, Fiascone SJ, Vitonis AF, Berkowitz RS, Frendl G, Konstantinopoulos P, Crum CP, Kedzierska M, Cramer DW, Chowdhury D.","Elife. 2017 Oct 31;6:e28932. doi: 10.7554/eLife.28932.","Elias KM","Elife","2017","2017/11/01","PMC5679755","","10.7554/eLife.28932"
"22231034","Renal replacement therapy in critically ill patients with acute kidney injury--when to start","Ostermann M, Dickie H, Barrett NA.","Nephrol Dial Transplant. 2012 Jun;27(6):2242-8. doi: 10.1093/ndt/gfr707. Epub 2012 Jan 9.","Ostermann M","Nephrol Dial Transplant","2012","2012/01/11","","","10.1093/ndt/gfr707"
"24078912","Information content-based gene ontology semantic similarity approaches: toward a unified framework theory","Mazandu GK, Mulder NJ.","Biomed Res Int. 2013;2013:292063. doi: 10.1155/2013/292063. Epub 2013 Sep 2.","Mazandu GK","Biomed Res Int","2013","2013/10/01","PMC3775452","","10.1155/2013/292063"
"28540614","A comparison of volume clamp method-based continuous noninvasive cardiac output (CNCO) measurement versus intermittent pulmonary artery thermodilution in postoperative cardiothoracic surgery patients","Wagner JY, Körner A, Schulte-Uentrop L, Kubik M, Reichenspurner H, Kluge S, Reuter DA, Saugel B.","J Clin Monit Comput. 2018 Apr;32(2):235-244. doi: 10.1007/s10877-017-0027-x. Epub 2017 May 24.","Wagner JY","J Clin Monit Comput","2018","2017/05/26","","","10.1007/s10877-017-0027-x"
"31982698","Longitudinal comparative trial of antibiotic cycling and mixing on emergence of gram negative bacterial resistance in a pediatric medical intensive care unit","Jayashree M, Singhi S, Ray P, Gautam V, Ratol S, Bharti S.","J Crit Care. 2020 Apr;56:243-248. doi: 10.1016/j.jcrc.2020.01.013. Epub 2020 Jan 13.","Jayashree M","J Crit Care","2020","2020/01/27","","","10.1016/j.jcrc.2020.01.013"
"33963005","Automated control of oxygen titration in preterm infants on non-invasive respiratory support","Dargaville PA, Marshall AP, Ladlow OJ, Bannink C, Jayakar R, Eastwood-Sutherland C, Lim K, Ali SKM, Gale TJ.","Arch Dis Child Fetal Neonatal Ed. 2022 Jan;107(1):39-44. doi: 10.1136/archdischild-2020-321538. Epub 2021 May 7.","Dargaville PA","Arch Dis Child Fetal Neonatal Ed","2022","2021/05/08","","","10.1136/archdischild-2020-321538"
"31918193","Kernel density estimates for sepsis classification","Parente JD, Chase JG, Möller K, Shaw GM.","Comput Methods Programs Biomed. 2020 May;188:105295. doi: 10.1016/j.cmpb.2019.105295. Epub 2019 Dec 24.","Parente JD","Comput Methods Programs Biomed","2020","2020/01/10","","","10.1016/j.cmpb.2019.105295"
"31292833","Improving the prognostic value of ∆PCO(2) following cardiac surgery: a prospective pilot study","Portran P, Jacquet-Lagreze M, Schweizer R, Fornier W, Chardonnal L, Pozzi M, Fischer MO, Fellahi JL.","J Clin Monit Comput. 2020 Jun;34(3):515-523. doi: 10.1007/s10877-019-00352-6. Epub 2019 Jul 10.","Portran P","J Clin Monit Comput","2020","2019/07/12","PMC7223397","","10.1007/s10877-019-00352-6"
"33663106","Predictors of severe sepsis-related in-hospital mortality based on a multicenter cohort study: The Focused Outcomes Research in Emergency Care in Acute Respiratory Distress Syndrome, Sepsis, and Trauma study","Hagiwara A, Tanaka N, Inaba Y, Gando S, Shiraishi A, Saitoh D, Otomo Y, Ikeda H, Ogura H, Kushimoto S, Kotani J, Sakamoto Y, Shiino Y, Shiraishi SI, Takuma K, Tarui T, Tsuruta R, Nakada TA, Hifumi T, Yamakawa K, Takeyama N, Yamashita N, Abe T, Ueyama M, Okamoto K, Sasaki J, Masuno T, Mayumi T, Fujishima S, Umemura Y, Fujimi S.","Medicine (Baltimore). 2021 Feb 26;100(8):e24844. doi: 10.1097/MD.0000000000024844.","Hagiwara A","Medicine (Baltimore)","2021","2021/03/05","PMC7909210","","10.1097/MD.0000000000024844"
"26285740","Importance of re-calibration time on pulse contour analysis agreement with thermodilution measurements of cardiac output: a retrospective analysis of intensive care unit patients","Scully CG, Gomatam S, Forrest S, Strauss DG.","J Clin Monit Comput. 2016 Oct;30(5):577-86. doi: 10.1007/s10877-015-9749-9. Epub 2015 Aug 19.","Scully CG","J Clin Monit Comput","2016","2015/08/20","","","10.1007/s10877-015-9749-9"
"22538138","Glucose measurement of intensive care unit patient plasma samples using a fixed-wavelength mid-infrared spectroscopy system","Krinsley J, Bochicchio K, Calentine C, Bochicchio G.","J Diabetes Sci Technol. 2012 Mar 1;6(2):294-301. doi: 10.1177/193229681200600212.","Krinsley J","J Diabetes Sci Technol","2012","2012/04/28","PMC3380770","","10.1177/193229681200600212"
"22282769","Intensive care unit-acquired weakness: implications for physical therapist management","Nordon-Craft A, Moss M, Quan D, Schenkman M.","Phys Ther. 2012 Dec;92(12):1494-506. doi: 10.2522/ptj.20110117. Epub 2012 Jan 26.","Nordon-Craft A","Phys Ther","2012","2012/01/28","PMC3513482","","10.2522/ptj.20110117"
"31376030","Continuous hemoglobin and plethysmography variability index monitoring can modify blood transfusion practice and is associated with lower mortality","Cros J, Dalmay F, Yonnet S, Charpentier M, Tran-Van-Ho J, Renaudeau F, Drouet A, Guilbaut P, Marin B, Nathan N.","J Clin Monit Comput. 2020 Aug;34(4):683-691. doi: 10.1007/s10877-019-00367-z. Epub 2019 Aug 3.","Cros J","J Clin Monit Comput","2020","2019/08/04","","","10.1007/s10877-019-00367-z"
"33611749","Prediction of lead (Pb) adsorption on attapulgite clay using the feasibility of data intelligence models","Bhagat SK, Paramasivan M, Al-Mukhtar M, Tiyasha T, Pyrgaki K, Tung TM, Yaseen ZM.","Environ Sci Pollut Res Int. 2021 Jun;28(24):31670-31688. doi: 10.1007/s11356-021-12836-7. Epub 2021 Feb 20.","Bhagat SK","Environ Sci Pollut Res Int","2021","2021/02/21","","","10.1007/s11356-021-12836-7"
"21088318","Discriminative learning of local image descriptors","Brown M, Hua G, Winder S.","IEEE Trans Pattern Anal Mach Intell. 2011 Jan;33(1):43-57. doi: 10.1109/TPAMI.2010.54.","Brown M","IEEE Trans Pattern Anal Mach Intell","2011","2010/11/20","","","10.1109/TPAMI.2010.54"
"25904267","Guideline and treatment algorithm for burn injuries","Yastı AÇ, Şenel E, Saydam M, Özok G, Çoruh A, Yorgancı K.","Ulus Travma Acil Cerrahi Derg. 2015 Mar;21(2):79-89. doi: 10.5505/tjtes.2015.88261.","Yastı AÇ","Ulus Travma Acil Cerrahi Derg","2015","2015/04/24","","","10.5505/tjtes.2015.88261"
"20489222","From canonical poses to 3D motion capture using a single camera","Fossati A, Dimitrijevic M, Lepetit V, Fua P.","IEEE Trans Pattern Anal Mach Intell. 2010 Jul;32(7):1165-81. doi: 10.1109/TPAMI.2009.108.","Fossati A","IEEE Trans Pattern Anal Mach Intell","2010","2010/05/22","","","10.1109/TPAMI.2009.108"
"27658942","Algorithm for activation of coagulation support treatment in multiple injured patients--cohort study","Brilej D, Stropnik D, Lefering R, Komadina R.","Eur J Trauma Emerg Surg. 2017 Aug;43(4):423-430. doi: 10.1007/s00068-016-0726-x. Epub 2016 Sep 22.","Brilej D","Eur J Trauma Emerg Surg","2017","2016/09/24","","","10.1007/s00068-016-0726-x"
"33936117","Analysis of Tumor Microenvironment Characteristics in Bladder Cancer: Implications for Immune Checkpoint Inhibitor Therapy","Chen X, Chen H, He D, Cheng Y, Zhu Y, Xiao M, Lan H, Wang Z, Cao K.","Front Immunol. 2021 Apr 15;12:672158. doi: 10.3389/fimmu.2021.672158. eCollection 2021.","Chen X","Front Immunol","2021","2021/05/03","PMC8082152","","10.3389/fimmu.2021.672158"
"30887303","Management of acute mitochondriopathy and encephalopathy syndrome in pediatric intensive care unite: a new clinical entity","Arslan Ş, Yorulmaz A, Sert A, Akin F.","Acta Neurol Belg. 2020 Oct;120(5):1115-1121. doi: 10.1007/s13760-019-01125-3. Epub 2019 Mar 18.","Arslan Ş","Acta Neurol Belg","2020","2019/03/20","","","10.1007/s13760-019-01125-3"
"24401171","Phenotyping for patient safety: algorithm development for electronic health record based automated adverse event and medical error detection in neonatal intensive care","Li Q, Melton K, Lingren T, Kirkendall ES, Hall E, Zhai H, Ni Y, Kaiser M, Stoutenborough L, Solti I.","J Am Med Inform Assoc. 2014 Sep-Oct;21(5):776-84. doi: 10.1136/amiajnl-2013-001914. Epub 2014 Jan 8.","Li Q","J Am Med Inform Assoc","2014","2014/01/10","PMC4147599","","10.1136/amiajnl-2013-001914"
"28954783","Which algorithm diagnoses invasive pulmonary aspergillosis best in ICU patients with COPD?","Bulpa P, Bihin B, Dimopoulos G, Taccone FS, Van den Abeele AM, Misset B, Meersseman W, Spapen H, Cardoso T, Charles PE, Rello J, Vogelaers D, Blot S; AspICU study investigators.","Eur Respir J. 2017 Sep 27;50(3):1700532. doi: 10.1183/13993003.00532-2017. Print 2017 Sep.","Bulpa P","Eur Respir J","2017","2017/09/29","","","10.1183/13993003.00532-2017"
"30063736","Comparison of cardiac function index derived from femoral and jugular indicator injection for transpulmonary thermodilution with the PiCCO-device: A prospective observational study","Herner A, Heilmaier M, Mayr U, Schmid RM, Huber W.","PLoS One. 2018 Jul 31;13(7):e0200740. doi: 10.1371/journal.pone.0200740. eCollection 2018.","Herner A","PLoS One","2018","2018/08/01","PMC6067690","","10.1371/journal.pone.0200740"
"33444303","Counting the cost of major infection and sepsis in New Zealand: an exploratory study using the National Minimum Data Set","Huggan PJ, Helms TA, Gibbons V, Reid K, Hutchins H, Sheerin I.","N Z Med J. 2021 Jan 15;134(1528):10-25.","Huggan PJ","N Z Med J","2021","2021/01/14","","",""
"22210705","Implications of objective vs subjective delirium assessment in surgical intensive care patients","Guenther U, Weykam J, Andorfer U, Theuerkauf N, Popp J, Ely EW, Putensen C.","Am J Crit Care. 2012 Jan;21(1):e12-20. doi: 10.4037/ajcc2012735.","Guenther U","Am J Crit Care","2012","2012/01/03","","","10.4037/ajcc2012735"
"20713314","EEG-based neonatal seizure detection with Support Vector Machines","Temko A, Thomas E, Marnane W, Lightbody G, Boylan G.","Clin Neurophysiol. 2011 Mar;122(3):464-473. doi: 10.1016/j.clinph.2010.06.034. Epub 2010 Aug 14.","Temko A","Clin Neurophysiol","2011","2010/08/18","PMC3036797","","10.1016/j.clinph.2010.06.034"
"33999930","Adapting for the COVID-19 pandemic in Ecuador, a characterization of hospital strategies and patients","Garzon-Chavez D, Romero-Alvarez D, Bonifaz M, Gaviria J, Mero D, Gunsha N, Perez A, Garcia M, Espejo H, Espinosa F, Ligña E, Espinel M, Quentin E, Teran E, Mora F, Reyes J.","PLoS One. 2021 May 17;16(5):e0251295. doi: 10.1371/journal.pone.0251295. eCollection 2021.","Garzon-Chavez D","PLoS One","2021","2021/05/17","PMC8128267","","10.1371/journal.pone.0251295"
"30305653","GOGO: An improved algorithm to measure the semantic similarity between gene ontology terms","Zhao C, Wang Z.","Sci Rep. 2018 Oct 10;8(1):15107. doi: 10.1038/s41598-018-33219-y.","Zhao C","Sci Rep","2018","2018/10/12","PMC6180005","","10.1038/s41598-018-33219-y"
"24189848","Quality measures for critically ill patients: where does ventilator-associated condition fit in?","Lilly CM, Ellison RT 3rd.","Chest. 2013 Nov;144(5):1429-1430. doi: 10.1378/chest.13-1887.","Lilly CM","Chest","2013","2013/11/06","","","10.1378/chest.13-1887"
"28593456","Impact of hemodynamic goal-directed resuscitation on mortality in adult critically ill patients: a systematic review and meta-analysis","Cronhjort M, Wall O, Nyberg E, Zeng R, Svensen C, Mårtensson J, Joelsson-Alm E.","J Clin Monit Comput. 2018 Jun;32(3):403-414. doi: 10.1007/s10877-017-0032-0. Epub 2017 Jun 8.","Cronhjort M","J Clin Monit Comput","2018","2017/06/09","PMC5943381","","10.1007/s10877-017-0032-0"
"30571923","Physical Function Trajectories in Survivors of Acute Respiratory Failure","Gandotra S, Lovato J, Case D, Bakhru RN, Gibbs K, Berry M, Files DC, Morris PE.","Ann Am Thorac Soc. 2019 Apr;16(4):471-477. doi: 10.1513/AnnalsATS.201806-375OC.","Gandotra S","Ann Am Thorac Soc","2019","2018/12/21","PMC6441696","","10.1513/AnnalsATS.201806-375OC"
"25938296","Does Robotic Telerounding Enhance Nurse-Physician Collaboration Satisfaction About Care Decisions?","Bettinelli M, Lei Y, Beane M, Mackey C, Liesching TN.","Telemed J E Health. 2015 Aug;21(8):637-43. doi: 10.1089/tmj.2014.0162. Epub 2015 May 4.","Bettinelli M","Telemed J E Health","2015","2015/05/05","","","10.1089/tmj.2014.0162"
"34918101","Gender-sensitive word embeddings for healthcare","Agmon S, Gillis P, Horvitz E, Radinsky K.","J Am Med Inform Assoc. 2022 Jan 29;29(3):415-423. doi: 10.1093/jamia/ocab279.","Agmon S","J Am Med Inform Assoc","2022","2021/12/17","PMC8800511","","10.1093/jamia/ocab279"
"23787397","Bedside adjustment of proportional assist ventilation to target a predefined range of respiratory effort","Carteaux G, Mancebo J, Mercat A, Dellamonica J, Richard JC, Aguirre-Bermeo H, Kouatchet A, Beduneau G, Thille AW, Brochard L.","Crit Care Med. 2013 Sep;41(9):2125-32. doi: 10.1097/CCM.0b013e31828a42e5.","Carteaux G","Crit Care Med","2013","2013/06/22","","","10.1097/CCM.0b013e31828a42e5"
"26070247","Development and validation of electronic surveillance tool for acute kidney injury: A retrospective analysis","Ahmed A, Vairavan S, Akhoundi A, Wilson G, Chiofolo C, Chbat N, Cartin-Ceba R, Li G, Kashani K.","J Crit Care. 2015 Oct;30(5):988-93. doi: 10.1016/j.jcrc.2015.05.007. Epub 2015 May 19.","Ahmed A","J Crit Care","2015","2015/06/14","","","10.1016/j.jcrc.2015.05.007"
"23962992","Quality in practice: preventing and managing neonatal sepsis in Nicaragua","López S, Wong Y, Urbina L, Gómez I, Escobar F, Tinoco B, Parrales A.","Int J Qual Health Care. 2013 Oct;25(5):599-605. doi: 10.1093/intqhc/mzt060. Epub 2013 Aug 20.","López S","Int J Qual Health Care","2013","2013/08/22","","","10.1093/intqhc/mzt060"
"30198927","Nighttime Extubation Does Not Increase Risk of Reintubation, Length of Stay, or Mortality: Experience of a Large, Urban, Teaching Hospital","Everhart KK, Khorsand S, Khandelwal N, Michaelsen KE, Spiekerman CF, Joffe AM.","Anesth Analg. 2019 May;128(5):918-923. doi: 10.1213/ANE.0000000000003762.","Everhart KK","Anesth Analg","2019","2018/09/11","","","10.1213/ANE.0000000000003762"
"30965354","Comparison of MRI and neurosonogram 1- and 2-dimensional morphological measurements of the newborn corpus callosum","Mills M, Pelling V, Harris LM, Smith J, Aiton N, Rabe H, Fernandez-Alvarez JR.","Pediatr Res. 2019 Sep;86(3):355-359. doi: 10.1038/s41390-019-0386-8. Epub 2019 Apr 9.","Mills M","Pediatr Res","2019","2019/04/10","","","10.1038/s41390-019-0386-8"
"26621389","Reduction of clinically irrelevant alarms in patient monitoring by adaptive time delays","Schmid F, Goepfert MS, Franz F, Laule D, Reiter B, Goetz AE, Reuter DA.","J Clin Monit Comput. 2017 Feb;31(1):213-219. doi: 10.1007/s10877-015-9808-2. Epub 2015 Nov 30.","Schmid F","J Clin Monit Comput","2017","2015/12/02","","","10.1007/s10877-015-9808-2"
